Country,Year,Code,Lung Cancer Per Capita,Emissions Per Capita
Kiribati,1990,KIR,7.565493883446036e-05,2.926361748575688e-07
Kiribati,1991,KIR,7.53910654597191e-05,2.8695243564976766e-07
Kiribati,1992,KIR,7.528578259585885e-05,3.292383923184555e-07
Kiribati,1993,KIR,7.550580555801397e-05,3.7060169673675297e-07
Kiribati,1994,KIR,7.489963314811123e-05,3.651948569719924e-07
Kiribati,1995,KIR,7.487008554141456e-05,3.5974030755636286e-07
Kiribati,1996,KIR,7.520535714458181e-05,3.538728993625652e-07
Kiribati,1997,KIR,7.568963374768705e-05,3.476775632205722e-07
Kiribati,1998,KIR,7.65740004312103e-05,3.416117941844881e-07
Kiribati,1999,KIR,7.80951000355142e-05,3.3580405320257996e-07
Kiribati,2000,KIR,7.958917654740728e-05,3.712426541778308e-07
Kiribati,2001,KIR,7.991241835393402e-05,3.237785951773426e-07
Kiribati,2002,KIR,8.086218707792208e-05,4.7584415584415583e-07
Kiribati,2003,KIR,8.196146157027423e-05,5.051006341328922e-07
Kiribati,2004,KIR,8.340881288451946e-05,4.950116395078151e-07
Kiribati,2005,KIR,8.412844941118945e-05,6.34529970253861e-07
Kiribati,2006,KIR,8.573513375898005e-05,6.589730523665358e-07
Kiribati,2007,KIR,8.684604796172474e-05,5.747563677719171e-07
Kiribati,2008,KIR,8.758727996652753e-05,6.343612334801762e-07
Kiribati,2009,KIR,8.789107306879505e-05,5.185101324578286e-07
Kiribati,2010,KIR,8.882535714616417e-05,5.4283994629381e-07
Kiribati,2011,KIR,8.970542428848376e-05,5.002229887777485e-07
Kiribati,2012,KIR,9.092306921822646e-05,4.5956745327814514e-07
Kuwait,1990,KWT,4.3316043053533927e-05,2.2572200881465464e-05
Kuwait,1991,KWT,4.9604574960806275e-05,1.1135823068309071e-05
Kuwait,1992,KWT,3.848111527409352e-05,1.8294329437941842e-05
Kuwait,1993,KWT,3.836645981453093e-05,2.9709782329339124e-05
Kuwait,1994,KWT,3.7431802552668746e-05,3.3651559375201846e-05
Kuwait,1995,KWT,3.921843654808842e-05,3.298023467546951e-05
Kuwait,1996,KWT,3.926968030044889e-05,2.9303770053507332e-05
Kuwait,1997,KWT,3.908627856992009e-05,3.103700436227056e-05
Kuwait,1998,KWT,3.807639328864815e-05,2.8336960249381164e-05
Kuwait,1999,KWT,3.5740151595774426e-05,2.8668307209814283e-05
Kuwait,2000,KWT,3.558485032567557e-05,2.7590747536954086e-05
Kuwait,2001,KWT,3.448958232120317e-05,2.886284954264604e-05
Kuwait,2002,KWT,3.3588921535203314e-05,2.8319848839776417e-05
Kuwait,2003,KWT,3.485239478259876e-05,2.837208125982034e-05
Kuwait,2004,KWT,3.587194229250223e-05,2.9305539728467534e-05
Kuwait,2005,KWT,3.701969944569279e-05,3.18357629474417e-05
Kuwait,2006,KWT,3.709031884451654e-05,3.105245473805e-05
Kuwait,2007,KWT,3.627603842635679e-05,2.9869250018649503e-05
Kuwait,2008,KWT,3.5378058040008596e-05,3.104467488768093e-05
Kuwait,2009,KWT,3.384599273130511e-05,3.1104779023805695e-05
Kuwait,2010,KWT,3.3054452560274736e-05,3.0330093267684916e-05
Kuwait,2011,KWT,3.0716917070765703e-05,2.743877442287659e-05
Kuwait,2012,KWT,2.964683678468231e-05,2.9978250860247394e-05
Latvia,1990,LVA,0.0004328013154342356,7.382756741919628e-06
Latvia,1991,LVA,0.00044489096956478597,6.760555893217374e-06
Latvia,1992,LVA,0.0004631813782303589,5.429043987426262e-06
Latvia,1993,LVA,0.0005182783102965329,4.650857686800947e-06
Latvia,1994,LVA,0.0005566302779102343,4.113871233152778e-06
Latvia,1995,LVA,0.0005219322393539622,3.6754833693888588e-06
Latvia,1996,LVA,0.0004619476758713702,3.7487459415551385e-06
Latvia,1997,LVA,0.0004463587774179348,3.5677334945707735e-06
Latvia,1998,LVA,0.0004697970928859897,3.4463956508226696e-06
Latvia,1999,LVA,0.00045311205313405416,3.2285175123677987e-06
Latvia,2000,LVA,0.0004450759147642077,2.9910536208316614e-06
Latvia,2001,LVA,0.00047893305536182647,3.2074359160865492e-06
Latvia,2002,LVA,0.0004836529091111358,3.255273522805435e-06
Latvia,2003,LVA,0.00047839340415349076,3.3767526022146413e-06
Latvia,2004,LVA,0.0004899922487607827,3.4160482731377276e-06
Latvia,2005,LVA,0.000519848902022915,3.4886879081150206e-06
Latvia,2006,LVA,0.0005370714573894103,3.745938548213836e-06
Latvia,2007,LVA,0.0005277702434867577,3.9253751150398234e-06
Latvia,2008,LVA,0.0004993453480927487,3.7651270689406526e-06
Latvia,2009,LVA,0.00048425357233073833,3.4813997868017888e-06
Latvia,2010,LVA,0.0004840672492497217,4.078126199313009e-06
Latvia,2011,LVA,0.00047670558321588147,3.792183750228794e-06
Latvia,2012,LVA,0.00047787146578289835,3.696278705552079e-06
Lebanon,1990,LBN,0.00014416812160169187,2.1894412443999222e-06
Lebanon,1991,LBN,0.00013312560422981323,2.213182630646237e-06
Lebanon,1992,LBN,0.0001262142845623987,2.5970243020317952e-06
Lebanon,1993,LBN,0.0001209423198306482,2.7115627543340886e-06
Lebanon,1994,LBN,0.0001149847512077742,2.8576166417704693e-06
Lebanon,1995,LBN,0.00011006136307846168,3.0949129213766908e-06
Lebanon,1996,LBN,0.00010711163368195719,3.1611333278634925e-06
Lebanon,1997,LBN,0.00010427193980062573,3.6758382306147875e-06
Lebanon,1998,LBN,0.00010045776347856218,3.897424466064769e-06
Lebanon,1999,LBN,0.00010611837683116785,3.865786984531837e-06
Lebanon,2000,LBN,0.00011226489933671894,3.579621732140733e-06
Lebanon,2001,LBN,0.00012020676330538595,3.7379490567757224e-06
Lebanon,2002,LBN,0.00012933793601768156,3.6530164397325997e-06
Lebanon,2003,LBN,0.00013936514800745071,4.113168000316107e-06
Lebanon,2004,LBN,0.00015076253938699357,3.7615690925739434e-06
Lebanon,2005,LBN,0.0001606986718626832,3.5860506598688272e-06
Lebanon,2006,LBN,0.0001663625946425575,3.1340682697637054e-06
Lebanon,2007,LBN,0.00016807899957751234,2.8580472670537807e-06
Lebanon,2008,LBN,0.00016976454404225537,3.563656737961864e-06
Lebanon,2009,LBN,0.00017273596924745539,4.232878925741269e-06
Lebanon,2010,LBN,0.0001787172678449898,4.0026812522518915e-06
Lebanon,2011,LBN,0.00018534047009587207,4.016630935315683e-06
Lebanon,2012,LBN,0.00019017940276965366,4.3125876125868214e-06
Lesotho,1990,LSO,7.07024142341538e-05,8.187495587819213e-07
Lesotho,1991,LSO,7.087094176634277e-05,8.351355472971163e-07
Lesotho,1992,LSO,7.245415734242595e-05,8.536486545382933e-07
Lesotho,1993,LSO,7.3192056762264e-05,8.667001153023266e-07
Lesotho,1994,LSO,7.595452198789725e-05,8.763797718253864e-07
Lesotho,1995,LSO,7.692349629978921e-05,8.828098541993372e-07
Lesotho,1996,LSO,7.864105175290446e-05,8.883114810613075e-07
Lesotho,1997,LSO,8.20351324839208e-05,8.971564636954971e-07
Lesotho,1998,LSO,8.576867904991794e-05,9.078629096225447e-07
Lesotho,1999,LSO,8.892802291395783e-05,9.14969740397735e-07
Lesotho,2000,LSO,9.247080244967804e-05,9.257941690057689e-07
Lesotho,2001,LSO,9.570718799403643e-05,9.382312239275049e-07
Lesotho,2002,LSO,0.0001005306859357588,9.538160551960568e-07
Lesotho,2003,LSO,0.00010521732593086908,9.688404088247543e-07
Lesotho,2004,LSO,0.00011099302915707993,9.984083683559452e-07
Lesotho,2005,LSO,0.00011591481862261204,1.0172507261973152e-06
Lesotho,2006,LSO,0.00011787918468418337,1.0305567640303928e-06
Lesotho,2007,LSO,0.00011895075577335622,1.045556135348998e-06
Lesotho,2008,LSO,0.00011923958308061998,1.0652155824470405e-06
Lesotho,2009,LSO,0.0001185264614375396,1.1033019123826817e-06
Lesotho,2010,LSO,0.00011880318314648346,1.124878197817127e-06
Lesotho,2011,LSO,0.00011908431061448895,1.5032333387479958e-06
Lesotho,2012,LSO,0.00011944996130855914,1.5050318340521667e-06
Liberia,1990,LBR,2.1730771175315003e-05,2.1139405656163577e-07
Liberia,1991,LBR,2.364205892939281e-05,1.9125263763667753e-07
Liberia,1992,LBR,2.1161570568627697e-05,1.8902323170416822e-07
Liberia,1993,LBR,1.9525628471129813e-05,1.9909732456039584e-07
Liberia,1994,LBR,1.9255598664218582e-05,1.9884453119191718e-07
Liberia,1995,LBR,1.8629932058203286e-05,1.9762539779744609e-07
Liberia,1996,LBR,1.92586360361276e-05,1.9727618302641692e-07
Liberia,1997,LBR,1.8789437636890027e-05,1.9028867536608905e-07
Liberia,1998,LBR,1.822515055182887e-05,1.8340201513778292e-07
Liberia,1999,LBR,1.836486772795917e-05,1.400824377012506e-07
Liberia,2000,LBR,1.9129554597502646e-05,1.4279551426763524e-07
Liberia,2001,LBR,1.9577902837625365e-05,1.4859768825830547e-07
Liberia,2002,LBR,2.0224710048588528e-05,1.4115766227460704e-07
Liberia,2003,LBR,2.050411750977984e-05,1.5050144675841515e-07
Liberia,2004,LBR,2.1076540930878892e-05,1.7501401945333259e-07
Liberia,2005,LBR,2.095172302880491e-05,1.9917595286190753e-07
Liberia,2006,LBR,2.113171516615891e-05,1.9469079819192992e-07
Liberia,2007,LBR,2.1562983486294094e-05,1.7207975247333968e-07
Liberia,2008,LBR,2.215514102826009e-05,1.402779734172823e-07
Liberia,2009,LBR,2.3003070014693736e-05,1.2053240585434408e-07
Liberia,2010,LBR,2.384258505068215e-05,1.8828564292743503e-07
Liberia,2011,LBR,2.4276383435179318e-05,2.02827451777621e-07
Liberia,2012,LBR,2.4512694390706737e-05,2.222310203290133e-07
Libya,1990,LBY,8.558590551342783e-05,8.617873142280722e-06
Libya,1991,LBY,8.559334525725759e-05,9.815783200762972e-06
Libya,1992,LBY,8.593256883293361e-05,8.329790632691538e-06
Libya,1993,LBY,8.66880006688713e-05,8.516740044488742e-06
Libya,1994,LBY,8.743444048817399e-05,9.426782734822342e-06
Libya,1995,LBY,8.857010751811248e-05,9.653356399439433e-06
Libya,1996,LBY,8.95990104284879e-05,9.235231426291674e-06
Libya,1997,LBY,9.227363976349282e-05,9.282538808970236e-06
Libya,1998,LBY,9.47230025043355e-05,9.196540748554195e-06
Libya,1999,LBY,9.72174775474407e-05,8.907580430043665e-06
Libya,2000,LBY,9.921332634307119e-05,9.217613714622709e-06
Libya,2001,LBY,0.00010082409301057865,9.185645298370937e-06
Libya,2002,LBY,0.00010233312545811298,8.914571110049607e-06
Libya,2003,LBY,0.000103925849590475,8.925989253137628e-06
Libya,2004,LBY,0.00010528869774277665,8.901688649426829e-06
Libya,2005,LBY,0.00010650886329634912,9.76168921953564e-06
Libya,2006,LBY,0.0001079846495671036,8.915530582490384e-06
Libya,2007,LBY,0.0001105221385077061,8.196815017835304e-06
Libya,2008,LBY,0.00011277495341477786,8.604284748658156e-06
Libya,2009,LBY,0.00011492123719240506,8.352166310728719e-06
Libya,2010,LBY,0.00011668150401695136,9.3427150512293e-06
Libya,2011,LBY,0.0001265652440348719,7.95271400157592e-06
Libya,2012,LBY,0.00013804225168530137,9.417373468236947e-06
Lithuania,1990,LTU,0.0003875951631737247,9.67260707472853e-06
Lithuania,1991,LTU,0.00041368284651689165,1.0218312026508761e-05
Lithuania,1992,LTU,0.0004157983345918531,5.72994696920149e-06
Lithuania,1993,LTU,0.0004628974695413284,4.440799508392547e-06
Lithuania,1994,LTU,0.000482772516750776,4.3206239623050116e-06
Lithuania,1995,LTU,0.00047613153694770773,4.15848162989081e-06
Lithuania,1996,LTU,0.00044535976547174837,4.37954994054053e-06
Lithuania,1997,LTU,0.0004219829824703221,4.250564104256704e-06
Lithuania,1998,LTU,0.00042514184447717046,4.516506913556385e-06
Lithuania,1999,LTU,0.0004189684944660378,3.825784467450836e-06
Lithuania,2000,LTU,0.00041296362432048135,3.3937070514491067e-06
Lithuania,2001,LTU,0.00043951209657204726,3.6380686051530215e-06
Lithuania,2002,LTU,0.0004378643442024219,3.688327877441827e-06
Lithuania,2003,LTU,0.00044175877141484297,3.7164888397883236e-06
Lithuania,2004,LTU,0.00044502951459473065,3.934560529452262e-06
Lithuania,2005,LTU,0.00047691170157181524,4.2489977511099985e-06
Lithuania,2006,LTU,0.0004893302987942478,4.414214890995438e-06
Lithuania,2007,LTU,0.0005069519957020314,4.897126043003206e-06
Lithuania,2008,LTU,0.0004825974762298283,4.753949917939011e-06
Lithuania,2009,LTU,0.0004437079710621465,4.123799999747069e-06
Lithuania,2010,LTU,0.000455483615957475,4.502855406772777e-06
Lithuania,2011,LTU,0.0004565451899944355,4.720040355138428e-06
Lithuania,2012,LTU,0.0004561099420873005,4.80273668715796e-06
Luxembourg,1990,LUX,0.0005661147971716642,3.096334424512243e-05
Luxembourg,1991,LUX,0.0005542572666666667,3.215284496124031e-05
Luxembourg,1992,LUX,0.0005569388635175623,3.113335373238988e-05
Luxembourg,1993,LUX,0.0005520221186238128,3.108312220894396e-05
Luxembourg,1994,LUX,0.0005409040034745921,2.8646708444499597e-05
Luxembourg,1995,LUX,0.0005420516764759865,2.2396400122361578e-05
Luxembourg,1996,LUX,0.0005377454634558512,2.221404792081598e-05
Luxembourg,1997,LUX,0.0005345485028012874,2.039330075098343e-05
Luxembourg,1998,LUX,0.0005197318443607252,1.807381445726395e-05
Luxembourg,1999,LUX,0.0005078194306289564,1.888117776874383e-05
Luxembourg,2000,LUX,0.0004932102587669035,1.996324318129727e-05
Luxembourg,2001,LUX,0.00047774918045410795,2.0853928996093084e-05
Luxembourg,2002,LUX,0.00047533157774415873,2.2376164061186752e-05
Luxembourg,2003,LUX,0.00048109039767065963,2.315871399154175e-05
Luxembourg,2004,LUX,0.0004685082740479595,2.5822353441971644e-05
Luxembourg,2005,LUX,0.0004640747369710937,2.5986516409478068e-05
Luxembourg,2006,LUX,0.0004573906384815408,2.5220956040259226e-05
Luxembourg,2007,LUX,0.0004532376980497632,2.357905219451117e-05
Luxembourg,2008,LUX,0.00044074095712677786,2.288851529724752e-05
Luxembourg,2009,LUX,0.0004449742960285908,2.1372698545350082e-05
Luxembourg,2010,LUX,0.00044309161835515327,2.2097046471763654e-05
Luxembourg,2011,LUX,0.0004398947427109639,2.141993490846865e-05
Luxembourg,2012,LUX,0.00043025495078595564,2.0468138002734743e-05
Madagascar,1990,MDG,1.8934842000538258e-05,7.823433642784396e-08
Madagascar,1991,MDG,1.850442015931062e-05,8.249804414116156e-08
Madagascar,1992,MDG,1.813619856770101e-05,7.770216476746015e-08
Madagascar,1993,MDG,1.808786715923841e-05,7.730140321502907e-08
Madagascar,1994,MDG,1.766009707712516e-05,9.284115556863472e-08
Madagascar,1995,MDG,1.735116699394007e-05,9.28467940833814e-08
Madagascar,1996,MDG,1.7144316077425498e-05,9.363068322063407e-08
Madagascar,1997,MDG,1.6871361886602816e-05,1.0982669011360315e-07
Madagascar,1998,MDG,1.6662687360656075e-05,1.1216440907815876e-07
Madagascar,1999,MDG,1.627706695459283e-05,1.1554658240779206e-07
Madagascar,2000,MDG,1.602052319033701e-05,1.1514444824511633e-07
Madagascar,2001,MDG,1.5801351924170832e-05,1.0387078376496477e-07
Madagascar,2002,MDG,1.5742545056238306e-05,7.158666771555132e-08
Madagascar,2003,MDG,1.5776637883223665e-05,9.484521541318111e-08
Madagascar,2004,MDG,1.5688985289062262e-05,9.806269038233667e-08
Madagascar,2005,MDG,1.559340103386671e-05,9.187666502183276e-08
Madagascar,2006,MDG,1.5479640728032163e-05,8.616833259269018e-08
Madagascar,2007,MDG,1.537949455150671e-05,8.65260042204355e-08
Madagascar,2008,MDG,1.5436433299685736e-05,8.676965948296054e-08
Madagascar,2009,MDG,1.559279978985743e-05,8.080558629947723e-08
Madagascar,2010,MDG,1.57970927777867e-05,8.61367831554228e-08
Madagascar,2011,MDG,1.6005234319535417e-05,1.0622553321844243e-07
Madagascar,2012,MDG,1.6273150302356852e-05,1.194890413058472e-07
Malawi,1990,MWI,1.6333085920732017e-05,7.682670198586638e-08
Malawi,1991,MWI,1.6490062486370458e-05,7.919171519055323e-08
Malawi,1992,MWI,1.6887271818668925e-05,7.697554822241686e-08
Malawi,1993,MWI,1.74065884239931e-05,8.505120240517107e-08
Malawi,1994,MWI,1.884486155913673e-05,8.808899584367989e-08
Malawi,1995,MWI,1.9852518269886448e-05,8.926910170223605e-08
Malawi,1996,MWI,2.043354254990627e-05,8.710106795694653e-08
Malawi,1997,MWI,2.088298208125465e-05,8.943020988562572e-08
Malawi,1998,MWI,2.1501645727688052e-05,8.563249642020428e-08
Malawi,1999,MWI,2.1497747457708047e-05,8.402658075173621e-08
Malawi,2000,MWI,2.1253934644874202e-05,7.707339679360948e-08
Malawi,2001,MWI,2.055308171674689e-05,6.876011082182534e-08
Malawi,2002,MWI,1.999001534049223e-05,7.180068255771268e-08
Malawi,2003,MWI,1.9905647724823823e-05,7.473334014451564e-08
Malawi,2004,MWI,1.9952837920347373e-05,7.350139896233623e-08
Malawi,2005,MWI,1.976568192380348e-05,7.093634129759617e-08
Malawi,2006,MWI,2.0010691272890624e-05,6.987837683627925e-08
Malawi,2007,MWI,2.0216718300068698e-05,7.183340060285446e-08
Malawi,2008,MWI,2.0550149052268047e-05,7.829230919095775e-08
Malawi,2009,MWI,2.0758380779767326e-05,7.643668771905482e-08
Malawi,2010,MWI,2.1030456322016042e-05,6.964985784481517e-08
Malawi,2011,MWI,2.1290383804563737e-05,7.527894650594404e-08
Malawi,2012,MWI,2.14204037596211e-05,7.265488502816622e-08
Malaysia,1990,MYS,0.00012452660224715868,3.09808738387174e-06
Malaysia,1991,MYS,0.0001232592832154403,3.6511872037041395e-06
Malaysia,1992,MYS,0.00012224362952122957,3.938153286595762e-06
Malaysia,1993,MYS,0.00012138643686322106,4.55214102284206e-06
Malaysia,1994,MYS,0.00012074721006286122,4.626696724127166e-06
Malaysia,1995,MYS,0.00012088770355180999,5.657957873133127e-06
Malaysia,1996,MYS,0.00011943424331062841,5.483187314874906e-06
Malaysia,1997,MYS,0.00011891239501123291,5.745379233022567e-06
Malaysia,1998,MYS,0.0001190621303221167,5.2377194477789685e-06
Malaysia,1999,MYS,0.00012039162622875626,4.841213743070381e-06
Malaysia,2000,MYS,0.00012209671734549567,5.5002058822888495e-06
Malaysia,2001,MYS,0.00012405604485705586,5.691327099816897e-06
Malaysia,2002,MYS,0.00012575618364254326,5.596707707110858e-06
Malaysia,2003,MYS,0.00012739610559038775,6.326801070567121e-06
Malaysia,2004,MYS,0.00013000627317927307,6.754049490773922e-06
Malaysia,2005,MYS,0.00013276745653062144,6.994909953642126e-06
Malaysia,2006,MYS,0.00013352583918021873,6.744219798454231e-06
Malaysia,2007,MYS,0.00013431202844141522,6.7345081705693555e-06
Malaysia,2008,MYS,0.00013504960581682614,7.301294816972751e-06
Malaysia,2009,MYS,0.0001360354197744043,7.1131407633442345e-06
Malaysia,2010,MYS,0.00013781531994989436,7.519227546215264e-06
Malaysia,2011,MYS,0.0001410396861198515,7.43532545578791e-06
Malaysia,2012,MYS,0.00014448414165077442,7.1910423634193845e-06
Maldives,1990,MDV,5.050667572024876e-05,7.655151873469152e-07
Maldives,1991,MDV,5.0457966444109414e-05,6.62881757484385e-07
Maldives,1992,MDV,5.0577735221798475e-05,9.6527498996387e-07
Maldives,1993,MDV,5.0848063739347965e-05,8.047997722142e-07
Maldives,1994,MDV,5.150508717253302e-05,7.8451711135166e-07
Maldives,1995,MDV,5.222301152559177e-05,9.649275003098278e-07
Maldives,1996,MDV,5.1937648053183546e-05,1.0970849867912872e-06
Maldives,1997,MDV,5.098261979631281e-05,1.2256913470115968e-06
Maldives,1998,MDV,5.0374757228009174e-05,1.0973425470058e-06
Maldives,1999,MDV,5.054161057994829e-05,1.5150785118172241e-06
Maldives,2000,MDV,5.09663736119813e-05,1.5952595864881226e-06
Maldives,2001,MDV,5.056116387771297e-05,1.606771449652657e-06
Maldives,2002,MDV,4.982240560550697e-05,2.0307919694543664e-06
Maldives,2003,MDV,4.901361479143817e-05,1.7011701533513217e-06
Maldives,2004,MDV,4.786491565028878e-05,2.207119334072517e-06
Maldives,2005,MDV,4.7421439752718085e-05,1.957201206443922e-06
Maldives,2006,MDV,4.6727988556016046e-05,2.4123587393169867e-06
Maldives,2007,MDV,4.5246609714387655e-05,2.40039861469092e-06
Maldives,2008,MDV,4.474010027220133e-05,2.501521299679711e-06
Maldives,2009,MDV,4.474494139589786e-05,2.5298865163292145e-06
Maldives,2010,MDV,4.469103737813731e-05,2.5840282099149556e-06
Maldives,2011,MDV,4.546178728234163e-05,2.6322401452836237e-06
Maldives,2012,MDV,4.561674437927538e-05,2.864723292365414e-06
Mali,1990,MLI,2.8481789700778955e-05,4.7204222771403905e-08
Mali,1991,MLI,2.7173655039818745e-05,4.667858910962981e-08
Mali,1992,MLI,2.637840707316371e-05,4.9677076768215744e-08
Mali,1993,MLI,2.5581681595033297e-05,5.289143965556234e-08
Mali,1994,MLI,2.5012661498175877e-05,5.646668685517212e-08
Mali,1995,MLI,2.4370317416607483e-05,5.999338379416625e-08
Mali,1996,MLI,2.372712367248571e-05,6.376697533514425e-08
Mali,1997,MLI,2.2784298062195508e-05,7.014614209974206e-08
Mali,1998,MLI,2.1776235224884007e-05,8.797346634684419e-08
Mali,1999,MLI,2.1115536750825068e-05,8.894024206116099e-08
Mali,2000,MLI,2.081860361429264e-05,9.486737417877106e-08
Mali,2001,MLI,2.0403833906661566e-05,1.0026809799596404e-07
Mali,2002,MLI,2.0144939804194213e-05,1.0115907254117493e-07
Mali,2003,MLI,1.9661407970157586e-05,1.0093528971618837e-07
Mali,2004,MLI,1.9386220634496798e-05,1.1033379482975017e-07
Mali,2005,MLI,1.9105398750021908e-05,1.103601814522018e-07
Mali,2006,MLI,1.8928683746758647e-05,1.1268847064063593e-07
Mali,2007,MLI,1.8980586449229993e-05,1.2698268407614507e-07
Mali,2008,MLI,1.8873855663451813e-05,1.3446225468464037e-07
Mali,2009,MLI,1.8941526285977143e-05,1.2552423444060206e-07
Mali,2010,MLI,1.8982000963218856e-05,1.3448745300862937e-07
Mali,2011,MLI,1.8671902457983405e-05,1.4208514929237606e-07
Mali,2012,MLI,1.846408990373236e-05,1.4753897545863268e-07
Malta,1990,MLT,0.00029913654262077533,6.760013552813621e-06
Malta,1991,MLT,0.0002954362398823675,6.151264961728208e-06
Malta,1992,MLT,0.000299974162853832,6.234950410480444e-06
Malta,1993,MLT,0.00029742008467364023,7.730506749113943e-06
Malta,1994,MLT,0.0003013343081721572,7.064968502949596e-06
Malta,1995,MLT,0.0003070364613334252,6.463426589546366e-06
Malta,1996,MLT,0.00030778078361695687,6.713612613679736e-06
Malta,1997,MLT,0.00031047268039217224,6.679174797735579e-06
Malta,1998,MLT,0.00031925611738781737,6.523921128924672e-06
Malta,1999,MLT,0.0003312224713477029,6.687226829180191e-06
Malta,2000,MLT,0.0003371537387813488,6.427430291191453e-06
Malta,2001,MLT,0.0003374919746175845,6.736715959168303e-06
Malta,2002,MLT,0.0003326292346118004,6.787864706580566e-06
Malta,2003,MLT,0.00032555612421032563,7.427666076240272e-06
Malta,2004,MLT,0.0003201710781821625,7.027632405275278e-06
Malta,2005,MLT,0.00032152695736366923,6.548908710014511e-06
Malta,2006,MLT,0.0003334179510397031,6.5670008980824464e-06
Malta,2007,MLT,0.0003450208977095033,6.715367177742155e-06
Malta,2008,MLT,0.00035441796501530366,6.69280544434375e-06
Malta,2009,MLT,0.00035967719242527464,6.1279368304172105e-06
Malta,2010,MLT,0.0003678135953950225,6.246275102048694e-06
Malta,2011,MLT,0.0003675444763950147,6.1911989391449745e-06
Malta,2012,MLT,0.00037059040897273514,6.490536345196035e-06
Marshall Islands,1990,MHL,6.063517951223749e-05,0.0
Marshall Islands,1991,MHL,6.147291598835356e-05,0.0
Marshall Islands,1992,MHL,6.226375947099865e-05,1.6024992189940643e-06
Marshall Islands,1993,MHL,6.243528036122915e-05,1.7218045112781954e-06
Marshall Islands,1994,MHL,6.213566663322632e-05,1.6908507223113964e-06
Marshall Islands,1995,MHL,6.248440812985681e-05,1.7343694528815432e-06
Marshall Islands,1996,MHL,6.210342067988669e-05,1.7062361752493306e-06
Marshall Islands,1997,MHL,6.24251340769319e-05,1.679514114366477e-06
Marshall Islands,1998,MHL,6.242202116093598e-05,1.7229704311188021e-06
Marshall Islands,1999,MHL,6.285734041683694e-05,1.633465839432329e-06
Marshall Islands,2000,MHL,6.353052299719682e-05,1.8244319858365299e-06
Marshall Islands,2001,MHL,6.549781355558415e-05,1.8854317901971955e-06
Marshall Islands,2002,MHL,6.809516520478567e-05,2.0170287727539636e-06
Marshall Islands,2003,MHL,7.111508006532949e-05,1.9499018222523995e-06
Marshall Islands,2004,MHL,7.455556035638836e-05,2.1539083310370167e-06
Marshall Islands,2005,MHL,7.812440990485305e-05,2.090362000110422e-06
Marshall Islands,2006,MHL,8.141506890126919e-05,2.2305194805194807e-06
Marshall Islands,2007,MHL,8.39793746437692e-05,2.3053406861837966e-06
Marshall Islands,2008,MHL,8.661340372751598e-05,2.3829344432882413e-06
Marshall Islands,2009,MHL,8.940279859309985e-05,2.46121694997481e-06
Marshall Islands,2010,MHL,9.211132366706604e-05,2.5379661524636812e-06
Marshall Islands,2011,MHL,9.534331100035868e-05,2.628457080289215e-06
Marshall Islands,2012,MHL,9.923880010727353e-05,2.5969388732448327e-06
Mauritania,1990,MRT,4.440944241528155e-05,4.2557353415482447e-07
Mauritania,1991,MRT,4.312739012496721e-05,4.202522186979445e-07
Mauritania,1992,MRT,4.200803178726042e-05,4.2141868297814185e-07
Mauritania,1993,MRT,4.074827545836864e-05,4.143788465595978e-07
Mauritania,1994,MRT,4.026958982649811e-05,4.1305620141059637e-07
Mauritania,1995,MRT,3.966323174704801e-05,4.2637924566270126e-07
Mauritania,1996,MRT,3.8571195936620966e-05,4.3748064900758226e-07
Mauritania,1997,MRT,3.721383084743334e-05,4.336133073673719e-07
Mauritania,1998,MRT,3.612557398330759e-05,4.19481505790431e-07
Mauritania,1999,MRT,3.483906142117239e-05,4.1804602056543306e-07
Mauritania,2000,MRT,3.406540346708334e-05,4.1330417814006144e-07
Mauritania,2001,MRT,3.330213675532429e-05,4.245311882767288e-07
Mauritania,2002,MRT,3.2410574142636553e-05,4.427907543777641e-07
Mauritania,2003,MRT,3.175493403798252e-05,4.473056463264993e-07
Mauritania,2004,MRT,3.1578298794362944e-05,4.700345316172166e-07
Mauritania,2005,MRT,3.1160643844029266e-05,4.7679825784434797e-07
Mauritania,2006,MRT,3.124111351022595e-05,4.6138472667886743e-07
Mauritania,2007,MRT,3.1557280102032405e-05,5.19360661206504e-07
Mauritania,2008,MRT,3.1918962427659854e-05,5.484663517803284e-07
Mauritania,2009,MRT,3.23552872495648e-05,5.899688679040852e-07
Mauritania,2010,MRT,3.27065667951762e-05,5.979047575041798e-07
Mauritania,2011,MRT,3.3283641706360703e-05,6.113166237686384e-07
Mauritania,2012,MRT,3.4036747812843e-05,6.731281453574187e-07
Mauritius,1990,MUS,8.768399965053953e-05,1.3807806191117091e-06
Mauritius,1991,MUS,8.916710902710167e-05,1.4207309210981195e-06
Mauritius,1992,MUS,8.895232743874494e-05,1.5744738533493293e-06
Mauritius,1993,MUS,8.829497311764266e-05,1.6160178754007294e-06
Mauritius,1994,MUS,8.955556235993121e-05,1.458559405344495e-06
Mauritius,1995,MUS,9.175106930599569e-05,1.6288695246232148e-06
Mauritius,1996,MUS,9.106062287697664e-05,1.7189196434555326e-06
Mauritius,1997,MUS,8.987487990775801e-05,1.7390123000930084e-06
Mauritius,1998,MUS,9.237749230667146e-05,1.8692250484953305e-06
Mauritius,1999,MUS,9.246871289672899e-05,2.063844215825e-06
