Country,Year,Code,Lung Cancer Per Capita,Emissions Per Capita
Dominica,1992,DMA,0.00012582480671952773,8.482463248061118e-07
Dominica,1993,DMA,0.00012751787868842978,9.00519018635516e-07
Dominica,1994,DMA,0.0001289278380010983,9.530911298014393e-07
Dominica,1995,DMA,0.00013261381251716015,1.1648386584008902e-06
Dominica,1996,DMA,0.00012965757792846196,1.0594800913743747e-06
Dominica,1997,DMA,0.00013087842642694808,1.1668620894312474e-06
Dominica,1998,DMA,0.0001299803725376425,1.1161333372015433e-06
Dominica,1999,DMA,0.00012901928476811552,1.1733674925034208e-06
Dominica,2000,DMA,0.00012839232995347203,1.501068094694642e-06
Dominica,2001,DMA,0.000130149573195604,1.6128416944228428e-06
Dominica,2002,DMA,0.0001317925477864698,1.5029152383463713e-06
Dominica,2003,DMA,0.000132608589243447,1.713100143186932e-06
Dominica,2004,DMA,0.00013031216754163385,2.0838218566803745e-06
Dominica,2005,DMA,0.00013434513810175612,2.0807874887147975e-06
Dominica,2006,DMA,0.00013683394875040004,2.0787291612114862e-06
Dominica,2007,DMA,0.00013982737933842238,2.663758633224282e-06
Dominica,2008,DMA,0.0001424661190573115,2.3971387863103717e-06
Dominica,2009,DMA,0.00014763365083518687,2.3436986639917426e-06
Dominica,2010,DMA,0.00015304268794996727,2.5046614791651516e-06
Dominica,2011,DMA,0.00015675341756131623,2.2386314043816007e-06
Dominica,2012,DMA,0.0001590295292358611,2.393450238067588e-06
Dominican Republic,1990,DOM,5.62897139488209e-05,1.2534734164828635e-06
Dominican Republic,1991,DOM,5.808341960226984e-05,1.3104917810255602e-06
Dominican Republic,1992,DOM,6.0090806250959295e-05,1.4026809059501787e-06
Dominican Republic,1993,DOM,6.249108737586248e-05,1.479493468516807e-06
Dominican Republic,1994,DOM,6.507051480502035e-05,1.5272587777161224e-06
Dominican Republic,1995,DOM,6.754035728948545e-05,1.919625050493961e-06
Dominican Republic,1996,DOM,6.948405318363709e-05,2.0573771821723416e-06
Dominican Republic,1997,DOM,7.126294591608717e-05,2.118469815496199e-06
Dominican Republic,1998,DOM,7.246632043511534e-05,2.1477799299358646e-06
Dominican Republic,1999,DOM,7.410633536209424e-05,2.1187089053464985e-06
Dominican Republic,2000,DOM,7.410824870904814e-05,2.2236379510984404e-06
Dominican Republic,2001,DOM,7.359066085748826e-05,2.2083870878436365e-06
Dominican Republic,2002,DOM,7.342032196105536e-05,2.381908860398533e-06
Dominican Republic,2003,DOM,7.346000551354439e-05,2.3929779328177195e-06
Dominican Republic,2004,DOM,7.373947068309446e-05,1.9167254866596478e-06
Dominican Republic,2005,DOM,7.482610260292459e-05,1.9575532081117603e-06
Dominican Republic,2006,DOM,7.610513421342655e-05,2.0585508577612984e-06
Dominican Republic,2007,DOM,7.695673866324563e-05,2.12640841947092e-06
Dominican Republic,2008,DOM,7.836042440849198e-05,2.1350359153489024e-06
Dominican Republic,2009,DOM,7.97673048812606e-05,2.050221904691523e-06
Dominican Republic,2010,DOM,8.130476504372297e-05,2.1024926463480314e-06
Dominican Republic,2011,DOM,8.275946374585674e-05,2.1525121274928844e-06
Dominican Republic,2012,DOM,8.374436008717877e-05,2.1189317150774977e-06
Ecuador,1990,ECU,4.077609872766437e-05,1.5749355707653623e-06
Ecuador,1991,ECU,4.1435677479504326e-05,1.5119551903894704e-06
Ecuador,1992,ECU,4.251313806884265e-05,2.0120239445376868e-06
Ecuador,1993,ECU,4.403214369860527e-05,2.1637380759194275e-06
Ecuador,1994,ECU,4.537720952316832e-05,1.193159606938951e-06
Ecuador,1995,ECU,4.818833703536068e-05,1.9621917501111214e-06
Ecuador,1996,ECU,4.8945064733816885e-05,2.0402947002013804e-06
Ecuador,1997,ECU,4.951929639856662e-05,1.5187431628622275e-06
Ecuador,1998,ECU,5.014891573091225e-05,1.829020041733837e-06
Ecuador,1999,ECU,5.017474436527225e-05,1.7212644877403773e-06
Ecuador,2000,ECU,5.1046761103446894e-05,1.6284960678357047e-06
Ecuador,2001,ECU,5.236132082926025e-05,1.7858449649492613e-06
Ecuador,2002,ECU,5.3761824823923655e-05,1.8938067078588305e-06
Ecuador,2003,ECU,5.450412150527351e-05,2.0108590333010957e-06
Ecuador,2004,ECU,5.6235108717343775e-05,2.1268219886626807e-06
Ecuador,2005,ECU,5.747643449402949e-05,2.176432671227883e-06
Ecuador,2006,ECU,5.771301914525178e-05,2.07667680224963e-06
Ecuador,2007,ECU,5.849854772385451e-05,2.3635914954109417e-06
Ecuador,2008,ECU,5.8863034862114716e-05,2.0399721400527305e-06
Ecuador,2009,ECU,5.9803802264785315e-05,2.204688116192036e-06
Ecuador,2010,ECU,6.0531812481799864e-05,2.3233203587691057e-06
Ecuador,2011,ECU,6.0785363159127134e-05,2.4543275742945403e-06
Ecuador,2012,ECU,6.065835456777864e-05,2.415982218413818e-06
El Salvador,1990,SLV,3.745438156618216e-05,4.6114933002979775e-07
El Salvador,1991,SLV,3.7700431637023516e-05,5.776737892024824e-07
El Salvador,1992,SLV,3.822626204791393e-05,5.97380032369116e-07
El Salvador,1993,SLV,3.8927705054193876e-05,7.06020809495742e-07
El Salvador,1994,SLV,3.975192203178689e-05,7.926650059247805e-07
El Salvador,1995,SLV,4.033437012836203e-05,8.695522681467835e-07
El Salvador,1996,SLV,4.1762594865744145e-05,7.614944610618339e-07
El Salvador,1997,SLV,4.2231757863485634e-05,9.269331764179125e-07
El Salvador,1998,SLV,4.272764909178001e-05,9.738499864827736e-07
El Salvador,1999,SLV,4.399420996675811e-05,9.432813311338636e-07
El Salvador,2000,SLV,4.5887527746160855e-05,9.517482808540834e-07
El Salvador,2001,SLV,4.771634098991415e-05,9.78173358973096e-07
El Salvador,2002,SLV,4.942597038065968e-05,1.0097496787287222e-06
El Salvador,2003,SLV,5.1078574990015515e-05,1.0676973987567965e-06
El Salvador,2004,SLV,5.22787366242769e-05,1.0361447100604658e-06
El Salvador,2005,SLV,5.3863334496557286e-05,1.0430437027157332e-06
El Salvador,2006,SLV,5.4892332290871924e-05,1.1132460432093406e-06
El Salvador,2007,SLV,5.617175474853209e-05,1.1325995416049057e-06
El Salvador,2008,SLV,5.7239682411246094e-05,1.0554733863109353e-06
El Salvador,2009,SLV,5.7921666479511055e-05,1.0363264112025437e-06
El Salvador,2010,SLV,5.9255720625694914e-05,1.033463176684984e-06
El Salvador,2011,SLV,6.093769705780134e-05,1.058992245674802e-06
El Salvador,2012,SLV,6.320782232419223e-05,1.050410393020032e-06
Equatorial Guinea,1990,GNQ,4.732983007159289e-05,1.3379472407845361e-07
Equatorial Guinea,1991,GNQ,4.548672425498094e-05,1.3650645151942907e-07
Equatorial Guinea,1992,GNQ,4.3827884663717207e-05,1.3155301655183968e-07
Equatorial Guinea,1993,GNQ,4.26719327766629e-05,1.3381619111326397e-07
Equatorial Guinea,1994,GNQ,4.161896342908784e-05,1.4249099986666468e-07
Equatorial Guinea,1995,GNQ,4.0532782180689804e-05,1.5028712059064808e-07
Equatorial Guinea,1996,GNQ,4.1107552238088616e-05,2.2012691971649902e-07
Equatorial Guinea,1997,GNQ,4.095360417457932e-05,5.021913238766782e-07
Equatorial Guinea,1998,GNQ,4.1216676533266427e-05,4.1891973436403304e-07
Equatorial Guinea,1999,GNQ,4.165288675768554e-05,6.208946474125574e-07
Equatorial Guinea,2000,GNQ,4.215648785287681e-05,8.986462319172761e-07
Equatorial Guinea,2001,GNQ,4.069465303710707e-05,4.121089437902318e-06
Equatorial Guinea,2002,GNQ,3.924676788023047e-05,1.0319826551653262e-05
Equatorial Guinea,2003,GNQ,3.861953264672697e-05,1.0082390230992008e-05
Equatorial Guinea,2004,GNQ,3.7460542285095386e-05,1.2055854929176927e-05
Equatorial Guinea,2005,GNQ,3.7157749356443545e-05,9.296373648994017e-06
Equatorial Guinea,2006,GNQ,3.7576796761274905e-05,7.850694375415554e-06
Equatorial Guinea,2007,GNQ,3.709231656573364e-05,5.885174544220468e-06
Equatorial Guinea,2008,GNQ,3.6672273734611364e-05,6.1313947843706e-06
Equatorial Guinea,2009,GNQ,3.699766363638106e-05,5.164143238483606e-06
Equatorial Guinea,2010,GNQ,3.618190076234053e-05,6.199706904553943e-06
Equatorial Guinea,2011,GNQ,3.5137837614932186e-05,8.239764876095154e-06
Equatorial Guinea,2012,GNQ,3.468081443589168e-05,5.781233139751147e-06
Eritrea,1990,ERI,2.7113466431933617e-05,0.0
Eritrea,1991,ERI,2.7953071993213093e-05,0.0
Eritrea,1992,ERI,2.8264092011411896e-05,0.0
Eritrea,1993,ERI,2.6331330687754583e-05,0.0
Eritrea,1994,ERI,2.5162514594859238e-05,3.641782129742962e-07
Eritrea,1995,ERI,2.3629380341365275e-05,3.8141079722976796e-07
Eritrea,1996,ERI,2.311813577565741e-05,3.9684188628193524e-07
Eritrea,1997,ERI,2.3567493664798798e-05,3.52801430989618e-07
Eritrea,1998,ERI,2.4075522946262474e-05,2.523595922597022e-07
Eritrea,1999,ERI,2.4399804012515295e-05,2.6117505072190395e-07
Eritrea,2000,ERI,2.4806092946574837e-05,2.52596452810003e-07
Eritrea,2001,ERI,2.5359885654611205e-05,2.544124988271383e-07
Eritrea,2002,ERI,2.5959939707720427e-05,2.3577739708819574e-07
Eritrea,2003,ERI,2.6327377151492996e-05,2.6776048752727645e-07
Eritrea,2004,ERI,2.6682105763732566e-05,2.78315611948725e-07
Eritrea,2005,ERI,2.7459796707456778e-05,2.715486493778366e-07
Eritrea,2006,ERI,2.8007819862066954e-05,1.90600095205259e-07
Eritrea,2007,ERI,2.8554891920081142e-05,1.925244893662975e-07
Eritrea,2008,ERI,2.8715193791692602e-05,1.361899860235899e-07
Eritrea,2009,ERI,2.8808003461863723e-05,1.6126201729764504e-07
Eritrea,2010,ERI,2.92285610823302e-05,1.5799877181216793e-07
Eritrea,2011,ERI,2.9644923468544726e-05,1.73288190125235e-07
Eritrea,2012,ERI,3.0378968965097415e-05,1.858715315397301e-07
Estonia,1990,EST,0.0004697562899971578,2.35297124474405e-05
Estonia,1991,EST,0.000497654309062751,2.1865319211894596e-05
Estonia,1992,EST,0.0005090271616622888,1.5930494667309378e-05
Estonia,1993,EST,0.0005597156793795445,1.3010840436696186e-05
Estonia,1994,EST,0.0005988444524975487,1.3706640756943182e-05
Estonia,1995,EST,0.0005919253811339562,1.2575515406150766e-05
Estonia,1996,EST,0.0005328573823426773,1.34518145739527e-05
Estonia,1997,EST,0.0005383000784546295,1.3350550718631547e-05
Estonia,1998,EST,0.0005623308125492369,1.222242662442034e-05
Estonia,1999,EST,0.0005342929316724259,1.1476550159540339e-05
Estonia,2000,EST,0.0005284013426056829,1.1095596588367091e-05
Estonia,2001,EST,0.00055239957525133,1.1454606426700959e-05
Estonia,2002,EST,0.0005484653762279334,1.1152439192373219e-05
Estonia,2003,EST,0.0005356792479864597,1.260576631259484e-05
Estonia,2004,EST,0.0005359035062199553,1.2727825033943707e-05
Estonia,2005,EST,0.0005305538327028473,1.2629244708530936e-05
Estonia,2006,EST,0.0005410783359196917,1.2217263756580363e-05
Estonia,2007,EST,0.0005554856427335383,1.4892722349852313e-05
Estonia,2008,EST,0.0005179769978834633,1.3379975917851455e-05
Estonia,2009,EST,0.0004984204052408554,1.082089373292919e-05
Estonia,2010,EST,0.00046413082303460443,1.4271779042039843e-05
Estonia,2011,EST,0.0004681470301083515,1.430138936704436e-05
Estonia,2012,EST,0.00048039929681499,1.3453451889171813e-05
Ethiopia,1990,ETH,3.2605113576730625e-05,6.237734338222009e-08
Ethiopia,1991,ETH,3.102082864496631e-05,5.924357741277435e-08
Ethiopia,1992,ETH,2.9584064436913382e-05,5.646316585734008e-08
Ethiopia,1993,ETH,2.8566577090223187e-05,5.5652164892736556e-08
Ethiopia,1994,ETH,2.7741308101114538e-05,3.950364373842451e-08
Ethiopia,1995,ETH,2.717132305955251e-05,4.359958296721291e-08
Ethiopia,1996,ETH,2.6045616465784516e-05,4.708171338008688e-08
Ethiopia,1997,ETH,2.5366577499759934e-05,4.86687674781835e-08
Ethiopia,1998,ETH,2.4504472777732522e-05,4.985107424322729e-08
Ethiopia,1999,ETH,2.3538064960898437e-05,4.754749711878495e-08
Ethiopia,2000,ETH,2.300082163905714e-05,5.1659832181013244e-08
Ethiopia,2001,ETH,2.2175018297878034e-05,6.178864083263416e-08
Ethiopia,2002,ETH,2.1513014839697348e-05,6.235382766911558e-08
Ethiopia,2003,ETH,2.111995095507735e-05,6.656155999088026e-08
Ethiopia,2004,ETH,2.0967634464900916e-05,6.850571996190331e-08
Ethiopia,2005,ETH,2.0991165489478887e-05,6.397486560593696e-08
Ethiopia,2006,ETH,2.141829092476508e-05,6.673493447507593e-08
Ethiopia,2007,ETH,2.168149257188002e-05,7.121789873516677e-08
Ethiopia,2008,ETH,2.2051690856389633e-05,7.607654387855059e-08
Ethiopia,2009,ETH,2.2532124369860453e-05,7.43865077965874e-08
Ethiopia,2010,ETH,2.3003840402100493e-05,7.101106973838024e-08
Ethiopia,2011,ETH,2.340944999968361e-05,8.062129129486247e-08
Ethiopia,2012,ETH,2.3825220166418072e-05,8.585046174069849e-08
Fiji,1990,FJI,3.326721212664813e-05,1.0266391604628218e-06
Fiji,1991,FJI,3.3593633261640705e-05,8.346142868792301e-07
Fiji,1992,FJI,3.401282635135393e-05,9.281319779020129e-07
Fiji,1993,FJI,3.467579620069995e-05,9.232752743924846e-07
Fiji,1994,FJI,3.535722908233782e-05,9.143579374382747e-07
Fiji,1995,FJI,3.597983204711668e-05,9.298841521446622e-07
Fiji,1996,FJI,3.653107229033643e-05,9.948640240641375e-07
Fiji,1997,FJI,3.6842793659237455e-05,9.499274148242792e-07
Fiji,1998,FJI,3.6363695093169455e-05,9.132044224009671e-07
Fiji,1999,FJI,3.7583739212700175e-05,9.186868944478044e-07
Fiji,2000,FJI,3.7829611571766794e-05,9.787906196809885e-07
Fiji,2001,FJI,3.830961282270718e-05,1.1932867398849427e-06
Fiji,2002,FJI,3.8721977112359114e-05,9.82940165268252e-07
Fiji,2003,FJI,4.0138457962544834e-05,1.1525959273266177e-06
Fiji,2004,FJI,4.221446121699239e-05,1.492328318876097e-06
Fiji,2005,FJI,4.3950844645757393e-05,1.1725831873204841e-06
Fiji,2006,FJI,4.523187896267961e-05,1.2986684150866907e-06
Fiji,2007,FJI,4.5955279358399724e-05,1.2177021674106942e-06
Fiji,2008,FJI,4.5947946875930466e-05,9.19339244433392e-07
Fiji,2009,FJI,4.72628609259327e-05,8.170378185521582e-07
Fiji,2010,FJI,4.820919262590743e-05,1.2060322437025572e-06
Fiji,2011,FJI,4.9665146875395634e-05,1.1173252748099588e-06
Fiji,2012,FJI,5.085243074268516e-05,1.0617270670724948e-06
Finland,1990,FIN,0.00041195778162778145,1.141384228519356e-05
Finland,1991,FIN,0.0004049875757418614,1.100750338070981e-05
Finland,1992,FIN,0.0004015512848889883,1.0762622987105096e-05
Finland,1993,FIN,0.00039344944573583814,1.1114962023682474e-05
Finland,1994,FIN,0.0003862816547187458,1.2132199091529583e-05
Finland,1995,FIN,0.0003850319834997132,1.1377820544697413e-05
Finland,1996,FIN,0.00038946417682019554,1.2495296486165773e-05
Finland,1997,FIN,0.0003868728237385052,1.219809040562586e-05
Finland,1998,FIN,0.0003886436356432078,1.1516733682636532e-05
Finland,1999,FIN,0.0003881008838685472,1.1396223657306184e-05
Finland,2000,FIN,0.0003862840356716663,1.1013837153793442e-05
Finland,2001,FIN,0.000386059307734298,1.2049660679012061e-05
Finland,2002,FIN,0.00038764358541075466,1.2506440605484217e-05
Finland,2003,FIN,0.0003909367400509571,1.3937105098892887e-05
Finland,2004,FIN,0.00039422834941161075,1.3186083204607652e-05
Finland,2005,FIN,0.00039753822747429706,1.0874241721844206e-05
Finland,2006,FIN,0.000404181558173644,1.2982759327857982e-05
Finland,2007,FIN,0.0004074371178659487,1.2623060967493079e-05
Finland,2008,FIN,0.0004098534361902804,1.103267400020213e-05
Finland,2009,FIN,0.0004154407725903098,1.0471328676044055e-05
Finland,2010,FIN,0.0004198445114174867,1.1947893406958932e-05
Finland,2011,FIN,0.0004169230920413817,1.0511193755623325e-05
Finland,2012,FIN,0.0004175850435844595,9.446981891849809e-06
France,1990,FRA,0.0004018323602011491,6.777929702833684e-06
France,1991,FRA,0.0004041266702343234,7.144542780518395e-06
France,1992,FRA,0.00040825088105862734,6.909918842232353e-06
France,1993,FRA,0.0004150440065762344,6.565814893153449e-06
France,1994,FRA,0.00042047056660067994,6.437290410523199e-06
France,1995,FRA,0.0004292720344915317,6.4870363106170556e-06
France,1996,FRA,0.00043487229120203476,6.7168068803456184e-06
France,1997,FRA,0.00043291222382999054,6.569043319433481e-06
France,1998,FRA,0.000443928909591996,6.871825811696052e-06
France,1999,FRA,0.0004514488881969284,6.812446627866195e-06
France,2000,FRA,0.0004563709135366984,6.677932760030534e-06
France,2001,FRA,0.00045950996268571834,6.707372700953151e-06
France,2002,FRA,0.0004633787660050594,6.5968189521218646e-06
France,2003,FRA,0.0004672819626461102,6.626320153390054e-06
France,2004,FRA,0.00047042912843112925,6.59764533963464e-06
France,2005,FRA,0.0004753580498444374,6.5861117535901966e-06
France,2006,FRA,0.00048238316209836383,6.388079080143334e-06
France,2007,FRA,0.0004903977933307245,6.195716401758984e-06
France,2008,FRA,0.0004989454976612502,6.0698881989129e-06
France,2009,FRA,0.0005065252626223791,5.733892410888129e-06
France,2010,FRA,0.0005147216602344359,5.791820647441607e-06
France,2011,FRA,0.0005161611023714615,5.426600621349074e-06
France,2012,FRA,0.0005191924960220669,5.435583342877124e-06
Gabon,1990,GAB,8.330790324385469e-05,4.56215387557628e-06
Gabon,1991,GAB,8.07115873444918e-05,4.4769558265139924e-06
Gabon,1992,GAB,8.009073579733307e-05,4.739459210407096e-06
Gabon,1993,GAB,7.862545990670083e-05,4.669365208984503e-06
Gabon,1994,GAB,7.848111171156838e-05,4.000447142539715e-06
Gabon,1995,GAB,7.999517916795904e-05,4.105342060886089e-06
Gabon,1996,GAB,7.688429313897694e-05,4.131913669464915e-06
Gabon,1997,GAB,7.353428733198509e-05,4.047120458787292e-06
Gabon,1998,GAB,7.09093384784003e-05,4.096606801605512e-06
Gabon,1999,GAB,6.83356609476097e-05,3.85922866878794e-06
Gabon,2000,GAB,6.781364874090192e-05,3.667561187334782e-06
Gabon,2001,GAB,6.569121420644579e-05,3.652186990563222e-06
Gabon,2002,GAB,6.231533569452395e-05,3.3866457081186796e-06
Gabon,2003,GAB,6.055964778677856e-05,3.347480916252055e-06
Gabon,2004,GAB,5.8562607073551096e-05,3.2868944542060956e-06
Gabon,2005,GAB,5.670370482318067e-05,3.3317756400542255e-06
Gabon,2006,GAB,5.44766164359675e-05,2.7576494109284717e-06
Gabon,2007,GAB,5.2345025681163835e-05,2.638835081760308e-06
Gabon,2008,GAB,5.101911673160506e-05,2.601807024846592e-06
Gabon,2009,GAB,4.931960237478092e-05,2.559865428274577e-06
Gabon,2010,GAB,4.679060246448932e-05,2.7954099836070845e-06
Gabon,2011,GAB,4.6111594595204513e-05,2.7815204513399153e-06
Gabon,2012,GAB,4.535113577302833e-05,3.0651656090662354e-06
Georgia,1990,GEO,0.0002616454881299459,3.32107892544773e-06
Georgia,1991,GEO,0.0002568045459997105,3.2820560805641144e-06
Georgia,1992,GEO,0.0002397860219554735,3.134690674053555e-06
Georgia,1993,GEO,0.00022143182362403536,2.019038504612001e-06
Georgia,1994,GEO,0.00020210268537963424,1.2547040203669256e-06
Georgia,1995,GEO,0.00018918414347185168,4.917180544480757e-07
Georgia,1996,GEO,0.00018966040079711487,9.025119448119742e-07
Georgia,1997,GEO,0.00019998456856493453,1.0175520751794345e-06
Georgia,1998,GEO,0.00020605897047016843,1.163908910509385e-06
Georgia,1999,GEO,0.0002137922029581506,1.0369934802145294e-06
Georgia,2000,GEO,0.00022215291232977307,1.1038124602815068e-06
Georgia,2001,GEO,0.0002283063731745904,9.297389654623524e-07
Georgia,2002,GEO,0.00023790698775799513,8.425141038804679e-07
Georgia,2003,GEO,0.0002543969321331182,9.452050946723161e-07
Georgia,2004,GEO,0.0002673020280902596,1.0886518610560838e-06
Georgia,2005,GEO,0.00026903512007398395,1.285747048855481e-06
Georgia,2006,GEO,0.00026766945275770443,1.5711770107157942e-06
Georgia,2007,GEO,0.000266433210764948,1.6489871658103115e-06
Georgia,2008,GEO,0.00028611713576040635,1.3794666370789895e-06
Georgia,2009,GEO,0.0003046059056438215,1.6085348777887276e-06
Georgia,2010,GEO,0.0003218044946846789,1.639435708447604e-06
Georgia,2011,GEO,0.0003377110717298634,2.077638381649013e-06
Georgia,2012,GEO,0.0003523344419789995,2.2136655730389386e-06
Germany,1990,DEU,0.0004923509929351932,1.324359798743165e-05
Germany,1991,DEU,0.0004933517701725211,1.2670600304227157e-05
Germany,1992,DEU,0.0004947967368469856,1.1975772170671785e-05
Germany,1993,DEU,0.0004964509024387897,1.177751070485995e-05
Germany,1994,DEU,0.0004992463776401751,1.1536239831387542e-05
Germany,1995,DEU,0.000505086797920778,1.1491625393950696e-05
Germany,1996,DEU,0.0005077159154488153,1.1703623938380584e-05
Germany,1997,DEU,0.0005077623899260961,1.1347262577230819e-05
Germany,1998,DEU,0.0005060027357425199,1.1247334195885672e-05
Germany,1999,DEU,0.00050627658288417,1.0905596479172418e-05
Germany,2000,DEU,0.0005068741984394691,1.093948822833903e-05
Germany,2001,DEU,0.0005042066227747019,1.1125018960247991e-05
Germany,2002,DEU,0.0005058910917213364,1.0903941998214418e-05
Germany,2003,DEU,0.0005090092867710947,1.0912178562247958e-05
Germany,2004,DEU,0.0005122288904029339,1.074499937345682e-05
Germany,2005,DEU,0.0005192179314655558,1.0504533061963256e-05
Germany,2006,DEU,0.0005249870466014614,1.065764294701164e-05
Germany,2007,DEU,0.0005314240320455605,1.0347155797754154e-05
Germany,2008,DEU,0.000539396911929114,1.0406858659538547e-05
Germany,2009,DEU,0.0005485255882963101,9.644416731753356e-06
Germany,2010,DEU,0.0005560054155860339,1.018063386581032e-05
Germany,2011,DEU,0.0005693368557922958,1.0076757350418873e-05
Germany,2012,DEU,0.0005727467135773046,1.0117310804516106e-05
Ghana,1990,GHA,2.13261843381445e-05,2.4541246956848916e-07
Ghana,1991,GHA,2.1681535763217544e-05,2.6567966072585987e-07
Ghana,1992,GHA,2.2157272859705247e-05,2.254554184120873e-07
Ghana,1993,GHA,2.225119190623826e-05,2.589281438733959e-07
Ghana,1994,GHA,2.2696243275131635e-05,2.9863010386686016e-07
Ghana,1995,GHA,2.312135610361082e-05,2.9552395412685476e-07
Ghana,1996,GHA,2.3059240804056935e-05,3.0646973410124744e-07
Ghana,1997,GHA,2.3529363675577674e-05,3.396535151006895e-07
Ghana,1998,GHA,2.332842115944315e-05,3.3369331757674233e-07
Ghana,1999,GHA,2.3516391037478585e-05,3.3219588199089203e-07
Ghana,2000,GHA,2.3608414155916286e-05,3.102479662100667e-07
Ghana,2001,GHA,2.4186863039367482e-05,3.334283046233341e-07
Ghana,2002,GHA,2.4579309959772285e-05,3.484239528755835e-07
Ghana,2003,GHA,2.494966514473794e-05,3.48742123238251e-07
Ghana,2004,GHA,2.5327112761888694e-05,3.2653980719098e-07
Ghana,2005,GHA,2.5356433576265513e-05,3.0239097733732896e-07
Ghana,2006,GHA,2.536354314069268e-05,3.965389483148449e-07
Ghana,2007,GHA,2.5265523263563172e-05,4.0571276243951487e-07
Ghana,2008,GHA,2.5610133298462675e-05,3.6690450872760583e-07
Ghana,2009,GHA,2.601192957152972e-05,3.004961531836182e-07
Ghana,2010,GHA,2.643104800486762e-05,3.796580521568976e-07
Ghana,2011,GHA,2.6635994475451195e-05,4.2837679440703924e-07
Ghana,2012,GHA,2.6993983553672355e-05,5.354702871264133e-07
Greece,1990,GRC,0.000544517968690545,8.18277356250868e-06
Greece,1991,GRC,0.0005526545238159146,8.082179069677528e-06
Greece,1992,GRC,0.0005624550687797677,8.171473751331972e-06
Greece,1993,GRC,0.0005699372868093666,8.057515691299055e-06
Greece,1994,GRC,0.000576664664115267,8.221335419401e-06
Greece,1995,GRC,0.0005852552770254322,8.233473232209381e-06
Greece,1996,GRC,0.0005930067845562175,8.400097560515797e-06
Greece,1997,GRC,0.0005993117111215477,8.7983565543244e-06
Greece,1998,GRC,0.0006082598741347075,9.199357325291178e-06
Greece,1999,GRC,0.0006151938826010542,9.100312515738688e-06
Greece,2000,GRC,0.000619726046492775,9.529427785502019e-06
Greece,2001,GRC,0.0006180427514598423,9.699924655675332e-06
Greece,2002,GRC,0.0006185974335770007,9.631287663884737e-06
Greece,2003,GRC,0.0006293101666625489,9.980419964366992e-06
Greece,2004,GRC,0.0006382998190529907,9.993963290842171e-06
Greece,2005,GRC,0.0006435282508536664,1.036549651716516e-05
Greece,2006,GRC,0.0006381273759428229,1.0201075518208929e-05
Greece,2007,GRC,0.0006359701088105116,1.0367558666251888e-05
Greece,2008,GRC,0.0006440551816008192,1.0027258380039938e-05
Greece,2009,GRC,0.0006411806679507198,9.392246631116167e-06
Greece,2010,GRC,0.0006405980663662772,8.753813951033424e-06
Greece,2011,GRC,0.0006510270778689658,8.510228863855493e-06
Greece,2012,GRC,0.00066010330519363,8.274558440910562e-06
Greenland,1990,GRL,0.000658514287410072,1.1232122302158274e-05
Greenland,1991,GRL,0.000669451507027027,1.0985603603603605e-05
Greenland,1992,GRL,0.0006754103410488246,1.0770343580470163e-05
Greenland,1993,GRL,0.0006753440574275363,9.886050724637682e-06
Greenland,1994,GRL,0.000672529921081081,8.931801801801802e-06
Greenland,1995,GRL,0.0006805444016129031,9.572043010752689e-06
Greenland,1996,GRL,0.0006952502382826475,1.0675169946332736e-05
Greenland,1997,GRL,0.0007104566469642857,1.1028821428571428e-05
Greenland,1998,GRL,0.0007232597067736185,1.063891265597148e-05
Greenland,1999,GRL,0.000741353967023173,1.0597005347593582e-05
Greenland,2000,GRL,0.0007545781019572954,1.1877313167259787e-05
Greenland,2001,GRL,0.0007597097352262644,1.0968695652173914e-05
Greenland,2002,GRL,0.0007673596583582116,1.0240792100196083e-05
Greenland,2003,GRL,0.0007815785344842773,1.1446807011362635e-05
Greenland,2004,GRL,0.0008014181652053206,1.1244276150480574e-05
Greenland,2005,GRL,0.0007942013833318696,1.1312707473434619e-05
Greenland,2006,GRL,0.0007785116854546095,1.1664740902525804e-05
Greenland,2007,GRL,0.0007769386239943418,1.1549040756785429e-05
Greenland,2008,GRL,0.0007848181462150263,1.2032346257633859e-05
Greenland,2009,GRL,0.0007984366599790494,1.0527724020382437e-05
Greenland,2010,GRL,0.0007962844294877428,1.1929250505228012e-05
Greenland,2011,GRL,0.0007763208103357357,1.2749762699947267e-05
Greenland,2012,GRL,0.0007663405099454321,1.0182573490582644e-05
Grenada,1990,GRD,9.026233632517895e-05,1.072783627974598e-06
Grenada,1991,GRD,8.842545730668217e-05,1.10186651697107e-06
Grenada,1992,GRD,8.917479948535233e-05,1.1604117181314331e-06
Grenada,1993,GRD,8.764975487653295e-05,1.1834046176582855e-06
Grenada,1994,GRD,8.736613254308256e-05,1.3850000969236435e-06
Grenada,1995,GRD,8.868920798577744e-05,1.4436286757639822e-06
Grenada,1996,GRD,8.849433571142438e-05,1.4677527039658164e-06
Grenada,1997,GRD,8.984817219490475e-05,1.5968318032383063e-06
Grenada,1998,GRD,9.042962275894539e-05,1.656045197740113e-06
Grenada,1999,GRD,9.103814567087611e-05,1.8178856613276166e-06
Grenada,2000,GRD,9.220296812867675e-05,1.7734753146176186e-06
Grenada,2001,GRD,9.453387118292322e-05,1.799140231248147e-06
Grenada,2002,GRD,9.609504088477422e-05,1.8957969528138888e-06
Grenada,2003,GRD,9.938410695236342e-05,1.988008092698179e-06
Grenada,2004,GRD,0.00010020352450783447,1.8735527228898062e-06
