Country,Year,Lung Cancer Per Capita,Emissions Per Capita,Smokers Per Capita
Cambodia,2010,0.00012120495529929547,3.5354410043435e-07,0.13145722096765614
Cambodia,2011,0.00012375535150716503,3.619280651658772e-07,0.13247064869799646
Cambodia,2012,0.00012641134402406495,3.7709824544318383e-07,0.13474873263973425
Cameroon,2000,5.175509921615967e-05,2.2171190134057409e-07,0.044614372742866
Cameroon,2001,5.160624159432496e-05,2.1466382818379072e-07,0.04436479543708478
Cameroon,2002,5.146587009716519e-05,2.0895664851266804e-07,0.04413155357915872
Cameroon,2003,5.1379328209551405e-05,2.261588768623054e-07,0.04389658124706576
Cameroon,2004,5.1412090908382434e-05,2.2911486407581184e-07,0.04363616158499821
Cameroon,2005,5.167419261435965e-05,2.0788737778630381e-07,0.04299332261313072
Cameroon,2006,5.140021467120244e-05,2.1139066007042965e-07,0.042438953739417765
Cameroon,2007,5.128479975691252e-05,3.124666814888954e-07,0.041965681755498314
Cameroon,2008,5.0829939078390297e-05,2.8897015462627017e-07,0.04159347238263498
Cameroon,2009,5.032056029124076e-05,3.413197618088547e-07,0.04133354079454538
Cameroon,2010,4.999369638429068e-05,3.351461381798484e-07,0.041182136907288024
Cameroon,2011,5.007408163765309e-05,3.188705313979895e-07,0.04109180002242666
Cameroon,2012,4.993351124373855e-05,3.615031728713273e-07,0.04115585057998304
Canada,2000,0.0005561578561109676,1.846755632015272e-05,0.1750732669550309
Canada,2001,0.0005572680591299376,1.8012935503938604e-05,0.1654092134393771
Canada,2002,0.000562431316260396,1.79862726429994e-05,0.15613254673242372
Canada,2003,0.000567439396779702,1.8370143017191113e-05,0.14794459795067808
Canada,2004,0.000576419053710702,1.814590352013758e-05,0.1408762281174259
Canada,2005,0.0005849323954317601,1.7822169398208703e-05,0.13525875849501762
Canada,2006,0.0005903851856859688,1.745257742321477e-05,0.13110488433729775
Canada,2007,0.0005846303421886177,1.804601273525135e-05,0.12863668047319737
Canada,2008,0.0005804641680521001,1.7341603443642845e-05,0.12686095077474083
Canada,2009,0.0005756387321082064,1.6175601071637948e-05,0.12616245642326337
Canada,2010,0.0005719031307527573,1.6367073511106007e-05,0.12378152447431898
Canada,2011,0.0005731775068516192,1.6513256549458394e-05,0.12146696638909182
Canada,2012,0.0005748128179280526,1.6368598063352825e-05,0.11984039279347813
Central African Republic,2000,5.792741134346145e-05,6.237972743983379e-08,0.04633097199647795
Central African Republic,2001,5.753444949805879e-05,6.384980335640102e-08,0.04612626024995494
Central African Republic,2002,5.7561409619991416e-05,6.15226802298247e-08,0.045881493331379454
Central African Republic,2003,5.709825155748638e-05,5.550355725493011e-08,0.04551831075525455
Central African Republic,2004,5.682030500556725e-05,5.342226676237832e-08,0.04535911067866983
Central African Republic,2005,5.663124183562478e-05,5.136244385024451e-08,0.04527239610780563
Central African Republic,2006,5.6518145345328e-05,5.28992499916169e-08,0.045379838448268796
Central African Republic,2007,5.614831419639366e-05,5.2754738869390475e-08,0.045661489968504665
Central African Republic,2008,5.565784285261145e-05,3.690875313644934e-08,0.04591029838828644
Central African Republic,2009,5.513921858500528e-05,3.531922165212705e-08,0.04612425348446941
Central African Republic,2010,5.580596036494754e-05,3.61677203353514e-08,0.04638259492835618
Central African Republic,2011,5.6132818845728105e-05,3.9489250049978634e-08,0.046867702643816955
Central African Republic,2012,5.655938875487975e-05,3.9915312364218844e-08,0.04765250750737539
Chad,2000,2.9878403978527053e-05,5.900277474510957e-08,0.03659159546572481
Chad,2001,2.9687131417936282e-05,5.8786687222238614e-08,0.03662199062070051
Chad,2002,2.9622615835568757e-05,5.7623301312719574e-08,0.0366409232291614
Chad,2003,2.9517732754438e-05,8.087890368869616e-08,0.03649278421498231
Chad,2004,2.9491581788657058e-05,7.775063886701861e-08,0.03610203273458176
Chad,2005,2.91513652857188e-05,7.653923853364694e-08,0.03585163116246137
Chad,2006,2.9168817110110408e-05,7.63509040564312e-08,0.03575195834998293
Chad,2007,2.9522459502154814e-05,7.961703040018443e-08,0.035654722663470716
Chad,2008,2.9832293517490032e-05,9.012544212528644e-08,0.035536259138937806
Chad,2009,3.0086085201904505e-05,9.433993775991359e-08,0.03539556970834006
Chad,2010,3.061417179225719e-05,9.733926638249032e-08,0.0353276708242232
Chad,2011,3.073661975867307e-05,1.047671121221199e-07,0.03524642933397631
Chad,2012,3.0780684389206785e-05,9.987952870840444e-08,0.035149925840300196
Chile,2000,0.00013463988096769637,3.784280917174593e-06,0.25831063838186
Chile,2001,0.0001376902748122936,3.385617977557041e-06,0.2512242673881656
Chile,2002,0.00014069141201710996,3.4708574538081624e-06,0.24419340388777983
Chile,2003,0.00014365853813252597,3.4594736451826555e-06,0.23779597495748817
Chile,2004,0.00014849758477449633,3.6849919646476964e-06,0.2293883630418494
Chile,2005,0.00015126570784326803,3.766635213381678e-06,0.22217415170564572
Chile,2006,0.00015370645205032882,3.9149671172956745e-06,0.21672954453972632
Chile,2007,0.00015573487600101314,4.284991977830611e-06,0.2164364690621185
Chile,2008,0.00015772401857652108,4.24903648911482e-06,0.21790998893134347
Chile,2009,0.00016370049503230087,3.914854931375612e-06,0.22041041267424313
Chile,2010,0.00017017092274232627,4.193735333737705e-06,0.22268618706408466
Chile,2011,0.00017336539804500787,4.545612261350623e-06,0.22468609182259278
Chile,2012,0.0001770486596207504,4.5912740400043345e-06,0.2262702004310863
China,2000,0.0003021879723120909,2.886372815003425e-06,0.20597895845625652
China,2001,0.0003162443522427959,2.9278065542320244e-06,0.20128573495302118
China,2002,0.00033123555404561075,3.2118549336144953e-06,0.1976028616057482
China,2003,0.0003378829102763117,3.7468534601055575e-06,0.19613868286246508
China,2004,0.00034928453492274753,4.030441645738094e-06,0.19568951488146905
China,2005,0.0003642442329641334,4.507528717822845e-06,0.19509541696069707
China,2006,0.000365317847706366,4.9494315998230386e-06,0.1946185565437598
China,2007,0.0003713211572329907,5.295311769995106e-06,0.19444824851940798
China,2008,0.0003800012301316192,5.659460166609419e-06,0.19600615782977454
China,2009,0.00039182478013310697,5.924111569490558e-06,0.19840796839084776
China,2010,0.00040377443509592926,6.441369879756748e-06,0.20125155471497827
China,2011,0.0004053531430780612,7.084243706669343e-06,0.20474472485846093
China,2012,0.00040854706281984063,7.2214989166955895e-06,0.20803176806799636
Colombia,2000,8.597175049888264e-05,1.4346205361781873e-06,0.08433195499645736
Colombia,2001,8.764503304957908e-05,1.404163449983213e-06,0.08445169326928206
Colombia,2002,8.983642302810225e-05,1.370206839611856e-06,0.08447124577143697
Colombia,2003,8.932670995324213e-05,1.3905777010770236e-06,0.08422354625091277
Colombia,2004,9.222592627381288e-05,1.3102407043673461e-06,0.08371735890673773
Colombia,2005,9.288886588029542e-05,1.4225079782686031e-06,0.08259981895239661
Colombia,2006,9.544964936919186e-05,1.4496216413613196e-06,0.0814129550689911
Colombia,2007,9.359314064545662e-05,1.389600315259237e-06,0.08044273731877524
Colombia,2008,9.482660217444983e-05,1.5211589610235126e-06,0.07966002662128649
Colombia,2009,9.716684887052526e-05,1.6373348354648947e-06,0.0810435917908137
Colombia,2010,9.743525356998871e-05,1.7020314213809017e-06,0.082849786956065
Colombia,2011,9.564153324493717e-05,1.6791353725015476e-06,0.08383136831464388
Colombia,2012,9.665457457171822e-05,1.7529715829550894e-06,0.08462395071889717
Comoros,2000,2.026367500810421e-05,1.9113268921935025e-07,0.07434262740378346
Comoros,2001,1.9783486903481753e-05,1.939894950350622e-07,0.07428510920307226
Comoros,2002,1.9687930406566887e-05,1.9006630927274452e-07,0.07415297819324672
Comoros,2003,1.9396286899479063e-05,2.3778436496939292e-07,0.07387613351340923
Comoros,2004,1.9331273139305588e-05,2.521878882361646e-07,0.07194478571944786
Comoros,2005,1.937312640990209e-05,2.4110021714812134e-07,0.0699581395113408
Comoros,2006,1.9587650705026642e-05,2.726830704298959e-07,0.06821707477615445
Comoros,2007,1.97405286116528e-05,1.722421336393802e-07,0.06674026056129123
Comoros,2008,2.0002995742449997e-05,1.7462309562012488e-07,0.0655742132270005
Comoros,2009,2.006768764795881e-05,2.1100307707632613e-07,0.06465440090397873
Comoros,2010,2.0257286273063183e-05,2.4574710681316536e-07,0.06388790654000463
Comoros,2011,2.0755860990850224e-05,2.1325501327471267e-07,0.06329030804198361
Comoros,2012,2.1133219005686923e-05,2.2480070936801094e-07,0.06329970068059011
Costa Rica,2000,6.465858813583558e-05,1.3555193226365245e-06,0.0655281108506172
Costa Rica,2001,6.40543615178246e-05,1.398040127089017e-06,0.0685442346853935
Costa Rica,2002,6.363195269128417e-05,1.5149093186546527e-06,0.07190082624581486
Costa Rica,2003,6.445677055156724e-05,1.5715344708626489e-06,0.07527867239967435
Costa Rica,2004,6.418625178705793e-05,1.6087467080511663e-06,0.07861361926260346
Costa Rica,2005,6.433803039792285e-05,1.5578264676531153e-06,0.08166872765667868
Costa Rica,2006,6.300964678865975e-05,1.6003765955289103e-06,0.08427307104426231
Costa Rica,2007,6.279901471142353e-05,1.792951786918029e-06,0.08650143163801777
Costa Rica,2008,6.275416050170583e-05,1.77478547491171e-06,0.08851932319558695
Costa Rica,2009,6.33894348984808e-05,1.6979040907693343e-06,0.09056311603862878
Costa Rica,2010,6.48906287887376e-05,1.620994917628896e-06,0.09227017479791236
Costa Rica,2011,6.710717359633463e-05,1.5621646581591246e-06,0.09298138474839132
Costa Rica,2012,6.865773170715745e-05,1.5327652175308287e-06,0.09351046205574344
Croatia,2000,0.0006494897254035202,4.400438242535979e-06,0.21552415212758672
Croatia,2001,0.0006687046223848405,4.834194102671804e-06,0.22421959781767878
Croatia,2002,0.0006625796845966714,5.087999695037904e-06,0.22515477058807942
Croatia,2003,0.0006591862290714852,5.394633637271376e-06,0.22696198981316862
Croatia,2004,0.0006630093237466896,5.31707731264229e-06,0.2294958881196859
Croatia,2005,0.0006676505600159624,5.416040759649618e-06,0.23178593759606694
Croatia,2006,0.0006694995582394433,5.462555660786345e-06,0.23405608561410052
Croatia,2007,0.0006672982696694853,5.768354818330492e-06,0.23622151738531957
Croatia,2008,0.0006683615177836998,5.474851294926219e-06,0.23809866336559
Croatia,2009,0.0006660741889829952,5.064701112450325e-06,0.23913582262859565
Croatia,2010,0.0006644271458925969,4.8927110156918044e-06,0.2397316960572255
Croatia,2011,0.0006658073044057616,4.823976048340639e-06,0.24004875926909688
Croatia,2012,0.0006610005452767133,4.47267570821533e-06,0.23965040428273032
Cuba,2000,0.000351130168666059,2.320905822917071e-06,0.1500189405689338
Cuba,2001,0.0003576694487817582,2.2637216543091755e-06,0.14882234487496193
Cuba,2002,0.0003706213936713449,2.285007472212974e-06,0.14757694481430747
Cuba,2003,0.00038194322978115345,2.3164782859373115e-06,0.14632326527827794
Cuba,2004,0.0003938950226158887,2.2468214195548016e-06,0.14512644390427548
Cuba,2005,0.0004054991297438386,2.17338255685475e-06,0.1437263573888723
Cuba,2006,0.00041556862413559456,2.192864964038424e-06,0.1419853951333096
Cuba,2007,0.0004262796532919984,2.150891220116049e-06,0.14036591493774517
Cuba,2008,0.0004351524132831067,2.492617062452019e-06,0.13941052669290918
Cuba,2009,0.00044349579626674565,2.5166934690869643e-06,0.138706313864392
Cuba,2010,0.00045019918298854687,3.0291013166298465e-06,0.13824281246653689
Cuba,2011,0.00045875681648612984,2.6048180721515994e-06,0.1379689362767962
Cuba,2012,0.0004688409427116998,2.63841204885541e-06,0.137711828063477
Cyprus,2000,0.00017457295939728146,7.511219241603102e-06,0.1929654717122407
Cyprus,2001,0.0001817435457023517,7.251622565633325e-06,0.19342060259320296
Cyprus,2002,0.00018835498414773456,7.316196189347522e-06,0.1945481238940576
Cyprus,2003,0.00019430009696606187,7.5741500474833805e-06,0.19467186484730345
Cyprus,2004,0.0002046772872647455,7.660302900605095e-06,0.19449701772090267
Cyprus,2005,0.00021202548632579346,7.673322327883964e-06,0.19406457858835827
Cyprus,2006,0.00021070034364879795,7.75546076605163e-06,0.1908259888311772
Cyprus,2007,0.00021903854217398145,7.91972793803364e-06,0.18946188236411568
Cyprus,2008,0.0002261815278426203,7.979976931315738e-06,0.1889837878413387
Cyprus,2009,0.00023604930817462878,7.625506087451191e-06,0.1893950713518048
Cyprus,2010,0.00024219737617355616,7.172522276101501e-06,0.19236318764683283
Cyprus,2011,0.00024195633943651396,6.802461125190597e-06,0.19767685571214738
Cyprus,2012,0.00024070431366920406,6.280743863678024e-06,0.20167289781039568
Denmark,2000,0.0007075011800474041,1.0170417123628367e-05,0.2557668940987517
Denmark,2001,0.000708772795614228,1.0430793521588763e-05,0.24731772120647544
Denmark,2002,0.0007118635183375679,1.0333768234748547e-05,0.23859067387583657
Denmark,2003,0.0007148409666577251,1.1250220106430224e-05,0.22910825451983408
Denmark,2004,0.0007230790069724933,1.0195098623874854e-05,0.21967304052550057
Denmark,2005,0.0007285208925953864,9.509232332834881e-06,0.2105237227812804
Denmark,2006,0.0007285363415698166,1.0940689007281593e-05,0.2009377128824896
Denmark,2007,0.0007232646202337186,1.0017352938914623e-05,0.1910531621891524
Denmark,2008,0.0007198863099584044,9.330131437898609e-06,0.1805421233099262
Denmark,2009,0.0007183505554403826,8.84490235999924e-06,0.17082668322742955
Denmark,2010,0.000714517095515371,8.869229910937594e-06,0.16292369264790363
Denmark,2011,0.0007061621648548838,7.943189855548048e-06,0.15710720550780063
Denmark,2012,0.0007041627429638749,7.130540749542348e-06,0.15402698919015975
Djibouti,2000,1.9461181901613542e-05,4.93778578580737e-07,0.12327888382322619
Djibouti,2001,1.9337544109002078e-05,4.786476635880285e-07,0.12246404263935519
Djibouti,2002,1.9340730336865076e-05,5.060972287167244e-07,0.12163790711024433
Djibouti,2003,1.9671938230009264e-05,5.22512713740264e-07,0.12181009435635179
Djibouti,2004,2.01431069084635e-05,4.969665421513173e-07,0.12271177079400225
Djibouti,2005,2.068923457714347e-05,4.983168063009336e-07,0.12363319496281568
Djibouti,2006,2.1137348511772285e-05,4.845261864083585e-07,0.1242273719607012
Djibouti,2007,2.1648648456534705e-05,5.335946999292646e-07,0.12449780165419165
Djibouti,2008,2.220703830392599e-05,5.644035583302941e-07,0.12513733369880142
Djibouti,2009,2.2695608126928885e-05,5.082659806925513e-07,0.12577918395566323
Djibouti,2010,2.3208405829423227e-05,5.620371649664544e-07,0.12650905843022023
Djibouti,2011,2.378600951525975e-05,5.045372012070738e-07,0.12737361111259368
Djibouti,2012,2.4429827296952626e-05,5.106502482979618e-07,0.12826824353424562
Dominica,2000,0.00012839232995347203,1.501068094694642e-06,0.0407924384748193
Dominica,2001,0.000130149573195604,1.6128416944228428e-06,0.04098132143852802
Dominica,2002,0.0001317925477864698,1.5029152383463713e-06,0.040989130116316545
Dominica,2003,0.000132608589243447,1.713100143186932e-06,0.040852108354519155
Dominica,2004,0.00013031216754163385,2.0838218566803745e-06,0.04078805378131654
Dominica,2005,0.00013434513810175612,2.0807874887147975e-06,0.04083059090776713
Dominica,2006,0.00013683394875040004,2.0787291612114862e-06,0.04083384248348899
Dominica,2007,0.00013982737933842238,2.663758633224282e-06,0.04085786986550345
Dominica,2008,0.0001424661190573115,2.3971387863103717e-06,0.04092640516414178
Dominica,2009,0.00014763365083518687,2.3436986639917426e-06,0.0410251937139285
Dominica,2010,0.00015304268794996727,2.5046614791651516e-06,0.04116064286233728
Dominica,2011,0.00015675341756131623,2.2386314043816007e-06,0.04132844549183905
Dominica,2012,0.0001590295292358611,2.393450238067588e-06,0.04142956683312043
Dominican Republic,2000,7.410824870904814e-05,2.2236379510984404e-06,0.08580645516322785
Dominican Republic,2001,7.359066085748826e-05,2.2083870878436365e-06,0.08282854848979818
Dominican Republic,2002,7.342032196105536e-05,2.381908860398533e-06,0.0804356880040377
Dominican Republic,2003,7.346000551354439e-05,2.3929779328177195e-06,0.07862047486886553
Dominican Republic,2004,7.373947068309446e-05,1.9167254866596478e-06,0.07722472547383223
Dominican Republic,2005,7.482610260292459e-05,1.9575532081117603e-06,0.07601763623476339
Dominican Republic,2006,7.610513421342655e-05,2.0585508577612984e-06,0.07501286060312566
Dominican Republic,2007,7.695673866324563e-05,2.12640841947092e-06,0.07430894409248212
Dominican Republic,2008,7.836042440849198e-05,2.1350359153489024e-06,0.07488878443944039
Dominican Republic,2009,7.97673048812606e-05,2.050221904691523e-06,0.07582145262141274
Dominican Republic,2010,8.130476504372297e-05,2.1024926463480314e-06,0.07687222112256291
Dominican Republic,2011,8.275946374585674e-05,2.1525121274928844e-06,0.07804326790988089
Dominican Republic,2012,8.374436008717877e-05,2.1189317150774977e-06,0.07923949259895591
Ecuador,2000,5.1046761103446894e-05,1.6284960678357047e-06,0.047897965763611425
Ecuador,2001,5.236132082926025e-05,1.7858449649492613e-06,0.045673974609515645
Ecuador,2002,5.3761824823923655e-05,1.8938067078588305e-06,0.04375496199144202
Ecuador,2003,5.450412150527351e-05,2.0108590333010957e-06,0.04221361045753521
Ecuador,2004,5.6235108717343775e-05,2.1268219886626807e-06,0.041945627770262464
Ecuador,2005,5.747643449402949e-05,2.176432671227883e-06,0.04076162025131133
Ecuador,2006,5.771301914525178e-05,2.07667680224963e-06,0.04074327322866251
Ecuador,2007,5.849854772385451e-05,2.3635914954109417e-06,0.04103850486621547
Ecuador,2008,5.8863034862114716e-05,2.0399721400527305e-06,0.04151248030858127
Ecuador,2009,5.9803802264785315e-05,2.204688116192036e-06,0.042183671639365365
Ecuador,2010,6.0531812481799864e-05,2.3233203587691057e-06,0.042921134908004456
Ecuador,2011,6.0785363159127134e-05,2.4543275742945403e-06,0.04362953584681391
Ecuador,2012,6.065835456777864e-05,2.415982218413818e-06,0.04430387390553132
El Salvador,2000,4.5887527746160855e-05,9.517482808540834e-07,0.06261544467198189
El Salvador,2001,4.771634098991415e-05,9.78173358973096e-07,0.062294435876518325
El Salvador,2002,4.942597038065968e-05,1.0097496787287222e-06,0.06193561266120748
El Salvador,2003,5.1078574990015515e-05,1.0676973987567965e-06,0.06105213520365285
El Salvador,2004,5.22787366242769e-05,1.0361447100604658e-06,0.06080450257677087
El Salvador,2005,5.3863334496557286e-05,1.0430437027157332e-06,0.06076103333373635
El Salvador,2006,5.4892332290871924e-05,1.1132460432093406e-06,0.060923506355854966
El Salvador,2007,5.617175474853209e-05,1.1325995416049057e-06,0.06117967992421078
El Salvador,2008,5.7239682411246094e-05,1.0554733863109353e-06,0.06153640538824433
El Salvador,2009,5.7921666479511055e-05,1.0363264112025437e-06,0.06213746809325209
El Salvador,2010,5.9255720625694914e-05,1.033463176684984e-06,0.06306654493579852
El Salvador,2011,6.093769705780134e-05,1.058992245674802e-06,0.06410666885653725
El Salvador,2012,6.320782232419223e-05,1.050410393020032e-06,0.06522401400096636
Equatorial Guinea,2000,4.215648785287681e-05,8.986462319172761e-07,0.04492997575101062
Equatorial Guinea,2001,4.069465303710707e-05,4.121089437902318e-06,0.04334116534820026
Equatorial Guinea,2002,3.924676788023047e-05,1.0319826551653262e-05,0.04206785437234374
Equatorial Guinea,2003,3.861953264672697e-05,1.0082390230992008e-05,0.0410482207372344
Equatorial Guinea,2004,3.7460542285095386e-05,1.2055854929176927e-05,0.04007841666112022
Equatorial Guinea,2005,3.7157749356443545e-05,9.296373648994017e-06,0.03924133193635903
Equatorial Guinea,2006,3.7576796761274905e-05,7.850694375415554e-06,0.03849713612938996
Equatorial Guinea,2007,3.709231656573364e-05,5.885174544220468e-06,0.0377576637781483
Equatorial Guinea,2008,3.6672273734611364e-05,6.1313947843706e-06,0.037042285654556764
Equatorial Guinea,2009,3.699766363638106e-05,5.164143238483606e-06,0.036363427314345505
Equatorial Guinea,2010,3.618190076234053e-05,6.199706904553943e-06,0.03573334161699515
Equatorial Guinea,2011,3.5137837614932186e-05,8.239764876095154e-06,0.0352048073193149
Equatorial Guinea,2012,3.468081443589168e-05,5.781233139751147e-06,0.03478028477693367
Eritrea,2000,2.4806092946574837e-05,2.52596452810003e-07,0.057095215806893786
Eritrea,2001,2.5359885654611205e-05,2.544124988271383e-07,0.05817922302326592
Eritrea,2002,2.5959939707720427e-05,2.3577739708819574e-07,0.059117367191327395
Eritrea,2003,2.6327377151492996e-05,2.6776048752727645e-07,0.0596576455025458
Eritrea,2004,2.6682105763732566e-05,2.78315611948725e-07,0.060026274455872664
Eritrea,2005,2.7459796707456778e-05,2.715486493778366e-07,0.060503253838993236
Eritrea,2006,2.8007819862066954e-05,1.90600095205259e-07,0.06101469640042874
Eritrea,2007,2.8554891920081142e-05,1.925244893662975e-07,0.061381643159244444
Eritrea,2008,2.8715193791692602e-05,1.361899860235899e-07,0.06089902151821541
Eritrea,2009,2.8808003461863723e-05,1.6126201729764504e-07,0.06056542909470124
Eritrea,2010,2.92285610823302e-05,1.5799877181216793e-07,0.060743196598688515
Eritrea,2011,2.9644923468544726e-05,1.73288190125235e-07,0.06190636525469436
Eritrea,2012,3.0378968965097415e-05,1.858715315397301e-07,0.06365991964572298
Estonia,2000,0.0005284013426056829,1.1095596588367091e-05,0.22939330057230392
Estonia,2001,0.00055239957525133,1.1454606426700959e-05,0.2322905522957392
Estonia,2002,0.0005484653762279334,1.1152439192373219e-05,0.23538260775002717
Estonia,2003,0.0005356792479864597,1.260576631259484e-05,0.23898753939535428
Estonia,2004,0.0005359035062199553,1.2727825033943707e-05,0.24118454368647022
Estonia,2005,0.0005305538327028473,1.2629244708530936e-05,0.24212876676938974
Estonia,2006,0.0005410783359196917,1.2217263756580363e-05,0.2411119608556515
Estonia,2007,0.0005554856427335383,1.4892722349852313e-05,0.23988945908046663
Estonia,2008,0.0005179769978834633,1.3379975917851455e-05,0.2371530712218325
Estonia,2009,0.0004984204052408554,1.082089373292919e-05,0.23275272289933047
Estonia,2010,0.00046413082303460443,1.4271779042039843e-05,0.22827991513171483
Estonia,2011,0.0004681470301083515,1.430138936704436e-05,0.22653244329871278
Estonia,2012,0.00048039929681499,1.3453451889171813e-05,0.2256142000883045
Ethiopia,2000,2.300082163905714e-05,5.1659832181013244e-08,0.02025095019358479
Ethiopia,2001,2.2175018297878034e-05,6.178864083263416e-08,0.02008732908240307
Ethiopia,2002,2.1513014839697348e-05,6.235382766911558e-08,0.02001185678739874
Ethiopia,2003,2.111995095507735e-05,6.656155999088026e-08,0.020052129295807596
Ethiopia,2004,2.0967634464900916e-05,6.850571996190331e-08,0.020465803480552842
Ethiopia,2005,2.0991165489478887e-05,6.397486560593696e-08,0.020867332542144734
Ethiopia,2006,2.141829092476508e-05,6.673493447507593e-08,0.02082592712732484
Ethiopia,2007,2.168149257188002e-05,7.121789873516677e-08,0.02067218127282385
Ethiopia,2008,2.2051690856389633e-05,7.607654387855059e-08,0.02046230723541307
Ethiopia,2009,2.2532124369860453e-05,7.43865077965874e-08,0.020239780528250716
Ethiopia,2010,2.3003840402100493e-05,7.101106973838024e-08,0.02005176259909885
Ethiopia,2011,2.340944999968361e-05,8.062129129486247e-08,0.019970849048446735
Ethiopia,2012,2.3825220166418072e-05,8.585046174069849e-08,0.020129287819074554
Fiji,2000,3.7829611571766794e-05,9.787906196809885e-07,0.09223563949458805
Fiji,2001,3.830961282270718e-05,1.1932867398849427e-06,0.09257119764180098
Fiji,2002,3.8721977112359114e-05,9.82940165268252e-07,0.0932801971076291
Fiji,2003,4.0138457962544834e-05,1.1525959273266177e-06,0.09396066204826717
Fiji,2004,4.221446121699239e-05,1.492328318876097e-06,0.09455817162689484
Fiji,2005,4.3950844645757393e-05,1.1725831873204841e-06,0.09488606425936912
Fiji,2006,4.523187896267961e-05,1.2986684150866907e-06,0.09511223746805227
Fiji,2007,4.5955279358399724e-05,1.2177021674106942e-06,0.0952239268487663
Fiji,2008,4.5947946875930466e-05,9.19339244433392e-07,0.09532290062460202
Fiji,2009,4.72628609259327e-05,8.170378185521582e-07,0.0956441379524575
Fiji,2010,4.820919262590743e-05,1.2060322437025572e-06,0.09620744855380597
Fiji,2011,4.9665146875395634e-05,1.1173252748099588e-06,0.09674521525174629
Fiji,2012,5.085243074268516e-05,1.0617270670724948e-06,0.09737898423702526
Finland,2000,0.0003862840356716663,1.1013837153793442e-05,0.17596604001113555
Finland,2001,0.000386059307734298,1.2049660679012061e-05,0.17577208824658713
Finland,2002,0.00038764358541075466,1.2506440605484217e-05,0.17497372417556598
Finland,2003,0.0003909367400509571,1.3937105098892887e-05,0.17227500252253303
Finland,2004,0.00039422834941161075,1.3186083204607652e-05,0.1684791548556551
Finland,2005,0.00039753822747429706,1.0874241721844206e-05,0.16373375553935726
Finland,2006,0.000404181558173644,1.2982759327857982e-05,0.15791828292825202
Finland,2007,0.0004074371178659487,1.2623060967493079e-05,0.15149374517841746
Finland,2008,0.0004098534361902804,1.103267400020213e-05,0.14575698154796957
Finland,2009,0.0004154407725903098,1.0471328676044055e-05,0.14136041121802717
Finland,2010,0.0004198445114174867,1.1947893406958932e-05,0.13854395534732758
Finland,2011,0.0004169230920413817,1.0511193755623325e-05,0.13713839984321505
Finland,2012,0.0004175850435844595,9.446981891849809e-06,0.13725433697372963
France,2000,0.0004563709135366984,6.677932760030534e-06,0.24279555106627257
France,2001,0.00045950996268571834,6.707372700953151e-06,0.23990838586775112
France,2002,0.0004633787660050594,6.5968189521218646e-06,0.23571468297470208
France,2003,0.0004672819626461102,6.626320153390054e-06,0.22797293218735187
France,2004,0.00047042912843112925,6.59764533963464e-06,0.22020129820783768
France,2005,0.0004753580498444374,6.5861117535901966e-06,0.2152752732523116
France,2006,0.00048238316209836383,6.388079080143334e-06,0.21287240586380318
France,2007,0.0004903977933307245,6.195716401758984e-06,0.21177477580778542
France,2008,0.0004989454976612502,6.0698881989129e-06,0.21176625313670322
France,2009,0.0005065252626223791,5.733892410888129e-06,0.21283614459942662
France,2010,0.0005147216602344359,5.791820647441607e-06,0.21356431186407318
France,2011,0.0005161611023714615,5.426600621349074e-06,0.2144065046030213
France,2012,0.0005191924960220669,5.435583342877124e-06,0.21524023548389454
Gabon,2000,6.781364874090192e-05,3.667561187334782e-06,0.05397526189475504
Gabon,2001,6.569121420644579e-05,3.652186990563222e-06,0.05461544937585624
Gabon,2002,6.231533569452395e-05,3.3866457081186796e-06,0.05529866676206831
Gabon,2003,6.055964778677856e-05,3.347480916252055e-06,0.05601139873969637
Gabon,2004,5.8562607073551096e-05,3.2868944542060956e-06,0.05679799027598422
Gabon,2005,5.670370482318067e-05,3.3317756400542255e-06,0.05754985247056097
Gabon,2006,5.44766164359675e-05,2.7576494109284717e-06,0.0583307931800545
Gabon,2007,5.2345025681163835e-05,2.638835081760308e-06,0.058980857854112924
Gabon,2008,5.101911673160506e-05,2.601807024846592e-06,0.059521443419847025
Gabon,2009,4.931960237478092e-05,2.559865428274577e-06,0.05999303313735
Gabon,2010,4.679060246448932e-05,2.7954099836070845e-06,0.060180409735229576
Gabon,2011,4.6111594595204513e-05,2.7815204513399153e-06,0.06011114245416079
Gabon,2012,4.535113577302833e-05,3.0651656090662354e-06,0.05985610100696628
Georgia,2000,0.00022215291232977307,1.1038124602815068e-06,0.20657246480429498
Georgia,2001,0.0002283063731745904,9.297389654623524e-07,0.20809850006464273
Georgia,2002,0.00023790698775799513,8.425141038804679e-07,0.20816812303082935
Georgia,2003,0.0002543969321331182,9.452050946723161e-07,0.2078919239544342
Georgia,2004,0.0002673020280902596,1.0886518610560838e-06,0.20826819170227176
Georgia,2005,0.00026903512007398395,1.285747048855481e-06,0.20901434450856624
Georgia,2006,0.00026766945275770443,1.5711770107157942e-06,0.20979515491784625
Georgia,2007,0.000266433210764948,1.6489871658103115e-06,0.21082297667608424
Georgia,2008,0.00028611713576040635,1.3794666370789895e-06,0.21162421536572265
Georgia,2009,0.0003046059056438215,1.6085348777887276e-06,0.21416341518852544
Georgia,2010,0.0003218044946846789,1.639435708447604e-06,0.2163142265220727
